filename,iou,dice,ones_dice_diff,zeros_dice_diff
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0226_2CH_ED_gt_3.png,0.0000,0.0000,-13.5534,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0284_4CH_ES_gt_1.png,0.0000,0.0000,-10.5299,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0216_2CH_ES_gt_2.png,0.0000,0.0000,-15.9901,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0395_2CH_ED_gt_3.png,0.0194,0.0387,-11.1566,0.0387
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0102_4CH_ES_gt_2.png,0.6093,1.2113,-9.7003,1.2113
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0395_4CH_ES_gt_2.png,9.6947,17.6757,-1.7615,17.6757
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0368_4CH_ES_gt_2.png,9.2330,16.9052,-1.4347,16.9052
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0387_4CH_ES_gt_1.png,0.0000,0.0000,-18.1840,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0270_2CH_ES_gt_1.png,0.0000,0.0000,-12.5124,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0387_2CH_ES_gt_2.png,0.0000,0.0000,-19.2317,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0208_4CH_ED_gt_2.png,18.5620,31.3119,1.3497,31.3119
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0102_2CH_ES_gt_1.png,0.0000,0.0000,-7.4949,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0089_2CH_ES_gt_3.png,0.0000,0.0000,-8.0942,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0187_2CH_ED_gt_1.png,1.9533,3.8317,-31.6616,3.8317
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0017_4CH_ES_gt_3.png,0.0000,0.0000,-10.7252,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0310_2CH_ES_gt_2.png,13.3826,23.6060,7.8704,23.6060
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0400_4CH_ES_gt_3.png,0.0000,0.0000,-10.5357,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0270_2CH_ES_gt_2.png,20.9443,34.6347,14.2200,34.6347
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0323_4CH_ED_gt_3.png,0.0000,0.0000,-9.7078,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0328_2CH_ES_gt_1.png,0.0000,0.0000,-10.7021,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0120_4CH_ED_gt_3.png,0.0000,0.0000,-8.0570,0.0000
CRIS.pytorch/exp/camus_80_10_10_p7_i/CRIS_R50/pred/patient0208_4CH_ED_gt_1.png,0.0000,0.0000,-38.8020,0.0000
