filename,iou,dice,ones_dice_diff,zeros_dice_diff
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0387_4CH_ES_gt_1.png,84.3159,91.4906,73.3067,91.4906
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0395_2CH_ED_gt_3.png,86.1884,92.5819,81.3866,92.5819
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0387_2CH_ES_gt_2.png,76.4284,86.6396,67.4078,86.6396
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0310_2CH_ES_gt_2.png,82.5896,90.4647,74.7292,90.4647
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0328_2CH_ES_gt_1.png,85.5250,92.1978,81.4958,92.1978
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0208_4CH_ED_gt_2.png,77.4246,87.2760,57.3138,87.2760
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0368_4CH_ES_gt_2.png,69.0076,81.6621,63.3222,81.6621
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0400_4CH_ES_gt_3.png,74.0849,85.1136,74.5779,85.1136
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0284_4CH_ES_gt_1.png,69.5973,82.0736,71.5437,82.0736
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0017_4CH_ES_gt_3.png,81.0608,89.5399,78.8147,89.5399
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0102_2CH_ES_gt_1.png,79.4377,88.5407,81.0458,88.5407
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0226_2CH_ED_gt_3.png,45.8298,62.8538,49.3004,62.8538
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0270_2CH_ES_gt_2.png,54.6601,70.6842,50.2695,70.6842
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0089_2CH_ES_gt_3.png,68.4238,81.2520,73.1578,81.2520
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0216_2CH_ES_gt_2.png,80.6800,89.3070,73.3170,89.3070
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0102_4CH_ES_gt_2.png,63.1525,77.4153,66.5038,77.4153
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0395_4CH_ES_gt_2.png,79.8552,88.7994,69.3622,88.7994
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0187_2CH_ED_gt_1.png,90.8267,95.1929,59.6996,95.1929
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0323_4CH_ED_gt_3.png,88.3079,93.7910,84.0831,93.7910
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0270_2CH_ES_gt_1.png,79.3169,88.4656,75.9532,88.4656
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0178_4CH_ED_gt_1.png,88.3839,93.8338,76.7787,93.8338
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0120_4CH_ED_gt_3.png,85.3383,92.0892,84.0322,92.0892
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0419_2CH_ES_gt_2.png,78.2549,87.8011,59.8828,87.8011
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0208_4CH_ED_gt_1.png,88.7007,94.0120,55.2100,94.0120
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0443_4CH_ED_gt_2.png,76.2606,86.5316,61.1328,86.5316
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0241_4CH_ED_gt_1.png,80.1096,88.9565,64.4181,88.9565
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0368_4CH_ED_gt_2.png,74.7287,85.5369,68.4966,85.5369
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0241_2CH_ES_gt_3.png,67.9926,80.9471,74.3250,80.9471
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0354_4CH_ES_gt_3.png,87.9182,93.5707,86.5721,93.5707
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0178_2CH_ED_gt_2.png,82.6804,90.5192,67.3556,90.5192
CRIS.pytorch/exp/camus_80_10_10_p2_fn_frozen/CRIS_R50/pred/patient0046_4CH_ED_gt_3.png,79.8670,88.8067,84.9707,88.8067
