filename,iou,dice,ones_dice_diff,zeros_dice_diff
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/102_malignant.png,79.5977,88.6400,66.1956,88.6400
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/103_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/116_benign.png,0.0000,0.0000,-2.4132,0.0000
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/116_malignant.png,12.7975,22.6910,12.4855,22.6910
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/128_malignant.png,78.9995,88.2678,35.1623,88.2678
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/129_benign.png,79.6507,88.6729,85.8598,88.6729
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/129_malignant.png,84.4567,91.5735,34.7174,91.5735
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/12_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/133_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/134_benign.png,84.7093,91.7217,89.8124,91.7217
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/138_benign.png,63.0542,77.3414,76.4524,77.3414
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/13_malignant.png,0.0000,0.0000,-15.4948,0.0000
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/13_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/140_malignant.png,70.2684,82.5384,61.7083,82.5384
CRIS.pytorch/exp/busi_80_10_10_p4_fn/CRIS_R50/pred/141_benign.png,78.8043,88.1459,20.3360,88.1459
