filename,iou,dice,ones_dice_diff,zeros_dice_diff
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0102_2CH_ES_gt_1.png,78.0582,87.6772,80.1823,87.6772
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0089_2CH_ES_gt_3.png,63.2368,77.4786,69.3844,77.4786
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0387_2CH_ES_gt_2.png,76.9435,86.9696,67.7378,86.9696
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0270_2CH_ES_gt_2.png,57.9680,73.3921,52.9774,73.3921
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0387_4CH_ES_gt_1.png,85.4771,92.1700,73.9860,92.1700
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0187_2CH_ED_gt_1.png,90.8187,95.1885,59.6952,95.1885
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0368_4CH_ES_gt_2.png,74.2520,85.2237,66.8838,85.2237
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0102_4CH_ES_gt_2.png,66.2563,79.7038,68.7923,79.7038
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0395_4CH_ES_gt_2.png,78.8702,88.1871,68.7499,88.1871
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0216_2CH_ES_gt_2.png,82.0781,90.1570,74.1669,90.1570
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0310_2CH_ES_gt_2.png,80.8697,89.4232,73.6876,89.4232
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0270_2CH_ES_gt_1.png,81.8880,90.0422,77.5298,90.0422
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0017_4CH_ES_gt_3.png,71.6295,83.4699,72.7447,83.4699
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0284_4CH_ES_gt_1.png,79.7518,88.7355,78.2056,88.7355
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0328_2CH_ES_gt_1.png,85.6746,92.2847,81.5826,92.2847
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0226_2CH_ED_gt_3.png,34.8985,51.7404,38.1870,51.7404
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0400_4CH_ES_gt_3.png,72.1564,83.8265,73.2909,83.8265
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0208_4CH_ED_gt_2.png,71.8634,83.6285,53.6663,83.6285
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0395_2CH_ED_gt_3.png,87.9509,93.5892,82.3939,93.5892
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0323_4CH_ED_gt_3.png,84.0160,91.3138,81.6060,91.3138
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0208_4CH_ED_gt_1.png,86.1400,92.5540,53.7520,92.5540
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0419_2CH_ES_gt_2.png,72.0650,83.7649,55.8466,83.7649
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0120_4CH_ED_gt_3.png,84.7710,91.7579,83.7009,91.7579
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0178_4CH_ED_gt_1.png,84.2056,91.4257,74.3706,91.4257
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0368_4CH_ED_gt_2.png,78.2919,87.8244,70.7842,87.8244
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0178_2CH_ED_gt_2.png,62.8629,77.1974,54.0338,77.1974
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0241_4CH_ED_gt_1.png,79.5108,88.5861,64.0478,88.5861
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0216_4CH_ES_gt_2.png,67.3461,80.4872,68.3771,80.4872
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0046_4CH_ED_gt_3.png,36.9886,54.0025,50.1664,54.0025
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0017_4CH_ED_gt_1.png,86.9413,93.0145,79.4106,93.0145
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0052_4CH_ED_gt_3.png,0.0000,0.0000,-5.9102,0.0000
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0354_4CH_ES_gt_3.png,81.6000,89.8678,82.8692,89.8678
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0323_4CH_ES_gt_2.png,73.3390,84.6191,74.7376,84.6191
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0443_4CH_ED_gt_2.png,75.5121,86.0477,60.6489,86.0477
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0241_2CH_ES_gt_3.png,70.5690,82.7454,76.1233,82.7454
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0395_2CH_ED_gt_2.png,54.9883,70.9580,49.5275,70.9580
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0395_2CH_ES_gt_2.png,58.0394,73.4493,51.7823,73.4493
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0102_2CH_ES_gt_3.png,60.7256,75.5643,62.0418,75.5643
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0387_4CH_ED_gt_2.png,68.0201,80.9666,63.2870,80.9666
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0071_2CH_ES_gt_3.png,41.3752,58.5325,41.8564,58.5325
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0123_2CH_ED_gt_2.png,76.3850,86.6117,69.3448,86.6117
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0198_2CH_ES_gt_2.png,68.7211,81.4612,54.4402,81.4612
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0071_2CH_ED_gt_3.png,31.6323,48.0616,32.6018,48.0616
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0042_4CH_ED_gt_3.png,69.6034,82.0779,76.2863,82.0779
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0269_4CH_ES_gt_3.png,91.0676,95.3250,84.2808,95.3250
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0324_2CH_ES_gt_2.png,74.5476,85.4181,71.1547,85.4181
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0198_4CH_ES_gt_2.png,69.1483,81.7606,62.3510,81.7606
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0071_2CH_ED_gt_2.png,65.8889,79.4374,67.1479,79.4374
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0400_2CH_ED_gt_2.png,87.6018,93.3912,69.4087,93.3912
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0328_4CH_ED_gt_1.png,84.8576,91.8086,72.2886,91.8086
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0197_4CH_ED_gt_3.png,73.7143,84.8684,81.4057,84.8684
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0301_4CH_ES_gt_1.png,83.9946,91.3011,78.8924,91.3011
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0324_2CH_ED_gt_2.png,63.2476,77.4867,62.7901,77.4867
CRIS.pytorch/exp/camus_80_10_10_p4_fn/CRIS_R50/pred/patient0269_2CH_ED_gt_2.png,78.1014,87.7044,59.4034,87.7044
