filename,surface_dice,hausdorff_distance,iou,dice
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0017_4CH_ES_gt_3.png,0.0000,21606.7119,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0187_2CH_ED_gt_1.png,0.7138,19550.9591,0.0199,0.0398
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0102_2CH_ES_gt_1.png,0.0000,18517.2892,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0395_2CH_ED_gt_3.png,0.0000,30041.3049,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0400_4CH_ES_gt_3.png,0.0000,26306.8432,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0368_4CH_ES_gt_2.png,0.4773,14165.0980,17.2917,29.4850
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0270_2CH_ES_gt_1.png,0.0000,19645.8647,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0387_4CH_ES_gt_1.png,0.0000,16637.3075,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0089_2CH_ES_gt_3.png,0.0000,29670.8611,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0323_4CH_ED_gt_3.png,0.0000,24989.7979,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0395_4CH_ES_gt_2.png,0.6359,11395.1744,20.1629,33.5593
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0328_2CH_ES_gt_1.png,0.0000,18853.3817,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0216_2CH_ES_gt_2.png,0.8872,16640.0120,10.5591,19.1012
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0270_2CH_ES_gt_2.png,0.2323,11531.6955,21.0789,34.8185
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0310_2CH_ES_gt_2.png,0.7007,16118.6228,5.7374,10.8521
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0284_4CH_ES_gt_1.png,0.0000,17979.9889,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0226_2CH_ED_gt_3.png,0.0000,25089.0414,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p1_i/CRIS_R50/pred/patient0387_2CH_ES_gt_2.png,0.3525,12459.5345,16.5469,28.3953
