filename,surface_dice,hausdorff_distance,iou,dice
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0284_4CH_ES_gt_1.png,0.0000,17108.1852,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0187_2CH_ED_gt_1.png,0.0000,21804.8160,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0270_2CH_ES_gt_1.png,0.0000,18124.5690,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0368_4CH_ES_gt_2.png,0.5862,13997.8570,15.9565,27.5215
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0328_2CH_ES_gt_1.png,0.0000,17511.4248,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0387_2CH_ES_gt_2.png,1.9218,9630.1610,2.3180,4.5310
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0017_4CH_ES_gt_3.png,0.0000,21741.4351,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0216_2CH_ES_gt_2.png,0.8424,14800.3378,10.0787,18.3118
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0387_4CH_ES_gt_1.png,0.0000,16311.0392,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0089_2CH_ES_gt_3.png,0.0000,27457.7858,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0400_4CH_ES_gt_3.png,0.0000,26041.5053,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0323_4CH_ED_gt_3.png,0.0000,24686.2310,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0208_4CH_ED_gt_2.png,1.9024,7922.7520,15.2212,26.4209
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0270_2CH_ES_gt_2.png,0.5838,9716.4808,21.4002,35.2556
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0395_2CH_ED_gt_3.png,0.0000,28681.8758,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0102_2CH_ES_gt_1.png,0.0000,18389.6710,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0102_4CH_ES_gt_2.png,0.3894,16264.0708,7.4271,13.8273
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0395_4CH_ES_gt_2.png,0.5571,11180.3399,12.5372,22.2810
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0226_2CH_ED_gt_3.png,0.0000,24177.0552,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0310_2CH_ES_gt_2.png,1.1494,13759.3605,14.0720,24.6721
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0208_4CH_ED_gt_1.png,0.0000,22380.5719,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0052_4CH_ED_gt_3.png,0.0000,30904.5304,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0419_2CH_ES_gt_2.png,0.9046,9082.4006,23.9910,38.6980
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0178_2CH_ED_gt_2.png,0.8863,8062.2577,21.1277,34.8851
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0120_4CH_ED_gt_3.png,0.0000,23973.5271,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0443_4CH_ED_gt_2.png,0.9096,9908.0775,18.2086,30.8075
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0241_4CH_ED_gt_1.png,0.0000,19413.9125,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0395_2CH_ES_gt_2.png,0.8912,11933.1471,11.5569,20.7193
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0178_4CH_ED_gt_1.png,0.0000,18146.6250,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0354_4CH_ES_gt_3.png,0.0000,30183.7705,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0323_4CH_ES_gt_2.png,1.1204,16794.3443,7.1895,13.4146
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0368_4CH_ED_gt_2.png,0.7117,13576.8185,12.6291,22.4260
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0387_4CH_ED_gt_2.png,0.4315,11067.9718,12.2526,21.8304
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0046_4CH_ED_gt_3.png,0.0000,24203.3056,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0071_2CH_ES_gt_3.png,0.0000,24492.0395,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0216_4CH_ES_gt_2.png,0.6766,16650.8258,6.8791,12.8726
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0017_4CH_ED_gt_1.png,0.0000,16657.1306,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0241_2CH_ES_gt_3.png,0.0000,27823.7309,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0395_2CH_ED_gt_2.png,1.6807,11161.0931,11.9988,21.4266
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0102_2CH_ES_gt_3.png,0.0000,22886.2404,0.0000,0.0000
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0123_2CH_ED_gt_2.png,1.3555,9486.8330,22.3604,36.5484
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0400_2CH_ED_gt_2.png,3.8511,7702.5970,7.9786,14.7781
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0198_2CH_ES_gt_2.png,0.5731,10100.0000,25.1056,40.1350
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0198_4CH_ES_gt_2.png,0.2309,10700.0000,20.4481,33.9534
CRIS.pytorch/exp/camus_80_10_10_p3_i/CRIS_R50/pred/patient0071_2CH_ED_gt_3.png,0.0000,26709.7361,0.0000,0.0000
