filename,iou,dice,ones_dice_diff,zeros_dice_diff
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/102_malignant.png,70.7791,82.8896,60.4452,82.8896
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/103_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/116_benign.png,0.0000,0.0000,-2.4132,0.0000
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/116_malignant.png,14.5927,25.4688,15.2633,25.4688
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/128_malignant.png,83.0703,90.7524,37.6469,90.7524
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/129_benign.png,79.0210,88.2812,85.4682,88.2812
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/129_malignant.png,74.6466,85.4830,28.6269,85.4830
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/12_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/133_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/134_benign.png,36.0145,52.9569,51.0475,52.9569
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/138_benign.png,66.6012,79.9529,79.0639,79.9529
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/13_malignant.png,40.0938,57.2385,41.7437,57.2385
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/13_normal.png,100.0000,100.0000,100.0000,0.0000
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/140_malignant.png,0.0000,0.0000,-20.8301,0.0000
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/141_benign.png,62.1506,76.6578,8.8479,76.6578
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/154_benign.png,62.1212,76.6355,75.0512,76.6355
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/165_malignant.png,74.2915,85.2497,25.8870,85.2497
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/169_malignant.png,25.5679,40.7237,39.7167,40.7237
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/186_benign.png,75.8266,86.2516,71.7136,86.2516
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/187_malignant.png,23.0250,37.4314,15.7183,37.4314
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/190_benign.png,80.8085,89.3857,73.0279,89.3857
CRIS.pytorch/exp/busi_80_10_10_p1_fn/CRIS_R50/pred/198_malignant.png,37.0107,54.0260,39.1797,54.0260
