filename,iou,dice,ones_dice_diff,zeros_dice_diff
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0387_2CH_ES_gt_2.png,77.4801,87.3113,68.0796,87.3113
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0323_4CH_ED_gt_3.png,85.9075,92.4196,82.7118,92.4196
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0270_2CH_ES_gt_2.png,67.8902,80.8745,60.4598,80.8745
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0226_2CH_ED_gt_3.png,39.1233,56.2426,42.6891,56.2426
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0270_2CH_ES_gt_1.png,79.9697,88.8702,76.3578,88.8702
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0395_4CH_ES_gt_2.png,78.7420,88.1069,68.6697,88.1069
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0089_2CH_ES_gt_3.png,73.4703,84.7065,76.6123,84.7065
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0187_2CH_ED_gt_1.png,91.5320,95.5788,60.0855,95.5788
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0102_2CH_ES_gt_1.png,79.3139,88.4638,80.9689,88.4638
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0400_4CH_ES_gt_3.png,75.2149,85.8544,75.3188,85.8544
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0284_4CH_ES_gt_1.png,88.8492,94.0954,83.5655,94.0954
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0310_2CH_ES_gt_2.png,84.2124,91.4297,75.6941,91.4297
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0102_4CH_ES_gt_2.png,59.1093,74.3002,63.3887,74.3002
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0387_4CH_ES_gt_1.png,85.1794,91.9966,73.8127,91.9966
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0017_4CH_ES_gt_3.png,77.0066,87.0098,76.2846,87.0098
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0368_4CH_ES_gt_2.png,69.2202,81.8108,63.4709,81.8108
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0328_2CH_ES_gt_1.png,80.9443,89.4688,78.7667,89.4688
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0216_2CH_ES_gt_2.png,78.4842,87.9452,71.9552,87.9452
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0208_4CH_ED_gt_2.png,72.8257,84.2765,54.3143,84.2765
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0395_2CH_ED_gt_3.png,88.6380,93.9768,82.7815,93.9768
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0208_4CH_ED_gt_1.png,84.2287,91.4393,52.6372,91.4393
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0443_4CH_ED_gt_2.png,64.1001,78.1232,52.7244,78.1232
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0178_4CH_ED_gt_1.png,81.6098,89.8738,72.8187,89.8738
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0120_4CH_ED_gt_3.png,85.0539,91.9234,83.8664,91.9234
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0354_4CH_ES_gt_3.png,91.4023,95.5081,88.5095,95.5081
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0368_4CH_ED_gt_2.png,72.4519,84.0256,66.9854,84.0256
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0395_2CH_ES_gt_2.png,73.5264,84.7438,63.0768,84.7438
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0419_2CH_ES_gt_2.png,77.3264,87.2136,59.2953,87.2136
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0178_2CH_ED_gt_2.png,76.8456,86.9070,63.7434,86.9070
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0046_4CH_ED_gt_3.png,73.0625,84.4348,80.5987,84.4348
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0071_2CH_ES_gt_3.png,53.1984,69.4503,52.7742,69.4503
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0241_4CH_ED_gt_1.png,78.8123,88.1508,63.6125,88.1508
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0395_2CH_ED_gt_2.png,62.6468,77.0342,55.6037,77.0342
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0052_4CH_ED_gt_3.png,40.6536,57.8067,51.8965,57.8067
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0017_4CH_ED_gt_1.png,88.1896,93.7242,80.1203,93.7242
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0216_4CH_ES_gt_2.png,78.2946,87.8261,75.7160,87.8261
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0241_2CH_ES_gt_3.png,74.8520,85.6175,78.9954,85.6175
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0102_2CH_ES_gt_3.png,82.1283,90.1873,76.6647,90.1873
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0323_4CH_ES_gt_2.png,83.9639,91.2830,81.4015,91.2830
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0387_4CH_ED_gt_2.png,72.7398,84.2189,66.5393,84.2189
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0123_2CH_ED_gt_2.png,78.5211,87.9684,70.7015,87.9684
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0198_2CH_ES_gt_2.png,77.1715,87.1151,60.0941,87.1151
CRIS.pytorch/exp/camus_80_10_10_p5_fn/CRIS_R50/pred/patient0269_4CH_ES_gt_3.png,87.0202,93.0597,82.0155,93.0597
